28,32,0.044497,0.002859,0.041608,0.038817
30,32,0.044631,0.002903,0.041690,0.038900
31,32,0.044683,0.002967,0.041684,0.038794
25,32,0.044568,0.002723,0.041802,0.037909
22,32,0.045617,0.002891,0.042701,0.040484
5,32,0.046603,0.002786,0.043772,0.039819
14,32,0.046904,0.002828,0.044043,0.041249
16,32,0.047068,0.002685,0.044340,0.040366
8,32,0.047151,0.002655,0.044450,0.040345
10,32,0.047190,0.002737,0.044420,0.040796
17,32,0.047293,0.002812,0.044440,0.040571
18,32,0.047261,0.002798,0.044435,0.041575
27,32,0.049154,0.002800,0.046321,0.043295
29,32,0.049286,0.002912,0.046333,0.043141
24,32,0.049395,0.002965,0.046405,0.043366
7,32,0.049331,0.002682,0.046601,0.042651
23,32,0.049315,0.002672,0.046600,0.042401
26,32,0.049332,0.002749,0.046547,0.042795
21,32,0.049565,0.002658,0.046882,0.044098
9,32,0.049423,0.002817,0.046563,0.042619
12,32,0.049779,0.002619,0.047134,0.044163
20,32,0.050346,0.002719,0.047586,0.043722
13,32,0.050552,0.002868,0.047652,0.043838
15,32,0.050561,0.002872,0.047653,0.044117
11,32,0.050533,0.002687,0.047802,0.044001
19,32,0.050456,0.002632,0.047768,0.043687
1,32,0.050967,0.002875,0.048057,0.045155
2,32,0.050804,0.002731,0.048035,0.044198
3,32,0.050980,0.002892,0.048058,0.045178
4,32,0.050900,0.002818,0.048032,0.044136
6,32,0.052112,0.002754,0.049328,0.046498
0,32,0.053343,0.000115,0.049862,0.034025
