2,16,0.038782,0.001668,0.037091,0.032377
6,16,0.036605,0.001662,0.034918,0.029568
7,16,0.036718,0.001700,0.034993,0.030695
8,16,0.036652,0.001638,0.034989,0.030055
12,16,0.030649,0.000015,0.030607,0.025226
14,16,0.031355,0.000018,0.031306,0.025487
15,16,0.030510,0.000014,0.030473,0.026203
10,16,0.038028,0.000023,0.037976,0.032882
11,16,0.039022,0.000014,0.038982,0.033579
13,16,0.038794,0.000017,0.038743,0.033272
9,16,0.039529,0.000019,0.039483,0.034053
1,16,0.043984,0.001620,0.042319,0.036368
5,16,0.044149,0.001664,0.042460,0.037082
3,16,0.044396,0.001647,0.042726,0.037265
0,16,0.046437,0.000052,0.044134,0.032057
4,16,0.044354,0.001689,0.042642,0.027374
