10,21,20.119435,0.060466,20.058780,14.831976
3,21,20.121576,0.060390,20.060976,15.896391
2,21,20.131640,0.060182,20.071114,16.160047
7,21,20.131752,0.060459,20.071136,16.191646
1,21,20.133230,0.060405,20.072684,16.127603
8,21,20.136824,0.060492,20.076214,16.190465
15,21,20.145128,0.060857,20.084170,15.788308
14,21,20.145785,0.060859,20.084819,16.131503
20,21,20.145637,0.140052,20.005409,16.122891
11,21,20.146771,0.060601,20.086001,16.211672
5,21,20.147433,0.060481,20.086828,16.233059
9,21,20.148310,0.060532,20.087644,16.179313
16,21,20.148497,0.060709,20.087644,14.652429
4,21,20.148913,0.060175,20.088526,14.634496
6,21,20.149013,0.060398,20.088456,16.131624
12,21,20.149989,0.060561,20.089262,15.761683
18,21,20.150099,0.140118,20.009848,16.111445
17,21,20.150769,0.060618,20.089776,16.163466
19,21,20.154736,0.140041,20.014495,16.061022
13,21,20.158825,0.060701,20.097969,16.212144
0,21,20.179709,0.080241,20.019315,9.330279
