13,21,0.781588,0.009501,0.771900,0.693302
11,21,0.783546,0.009520,0.773929,0.696881
6,21,0.785434,0.009559,0.775755,0.693881
7,21,0.787821,0.009588,0.778103,0.695851
9,21,0.788758,0.009495,0.779179,0.718468
15,21,0.788792,0.019996,0.768599,0.706242
8,21,0.788954,0.009428,0.779333,0.716985
19,21,0.788993,0.020288,0.768644,0.710683
12,21,0.789361,0.009452,0.779736,0.717307
4,21,0.789256,0.009542,0.779631,0.717978
16,21,0.790050,0.020219,0.769755,0.711783
10,21,0.790337,0.009551,0.780704,0.718225
5,21,0.790401,0.009434,0.780784,0.712129
2,21,0.790468,0.009434,0.780909,0.713245
3,21,0.790817,0.009640,0.781097,0.719645
14,21,0.791634,0.020240,0.771323,0.704443
17,21,0.791926,0.020078,0.771612,0.688514
18,21,0.792366,0.020155,0.772081,0.699557
1,21,0.793093,0.009566,0.783417,0.719730
20,21,0.793035,0.020152,0.772772,0.702499
0,21,0.797592,0.010686,0.774128,0.536740
