6,16,2.242105,0.000054,2.242019,2.234150
7,16,2.738416,0.000881,2.737498,2.719342
8,16,2.738267,0.000796,2.737423,2.729193
15,16,2.748025,0.000045,2.747945,2.739810
14,16,2.777079,0.002668,2.774363,2.765934
2,16,2.768918,0.000048,2.768833,2.730234
10,16,3.209662,0.000046,3.209582,3.201187
11,16,3.229985,0.002660,3.227288,3.079034
12,16,3.229969,0.002685,3.227250,3.199025
13,16,3.229886,0.031970,3.197881,3.190103
1,16,3.240852,0.000029,3.240785,3.214061
9,16,3.230343,0.029728,3.200583,3.192601
5,16,3.250310,0.001443,3.248830,3.211789
0,16,3.285363,0.000079,3.281575,3.220768
3,16,3.274033,0.001719,3.272280,3.263986
4,16,3.272973,0.000711,3.272220,2.763978
