9,21,19.290925,0.000031,19.290842,19.134304
18,21,19.166068,0.000083,19.165926,19.088438
5,21,19.322095,0.000033,19.322013,19.298565
6,21,19.311345,0.000029,19.311270,19.251228
14,21,19.296794,0.000034,19.296720,19.259275
16,21,19.349065,0.004956,19.344050,19.310656
15,21,19.351519,0.004949,19.346507,19.313039
19,21,19.168071,0.000049,19.167944,19.126422
20,21,19.167936,0.000050,19.167836,19.144011
17,21,19.350746,0.000027,19.350675,19.307360
1,21,19.391461,0.000034,19.391386,19.357744
3,21,19.375230,0.000031,19.375154,19.305464
11,21,19.436625,0.000035,19.436544,19.329944
8,21,19.440202,0.000027,19.440134,19.388675
7,21,19.508356,0.004943,19.503330,19.479861
10,21,19.507353,0.004924,19.502374,19.437105
12,21,19.872561,0.004969,19.867541,19.786074
13,21,19.830455,0.000038,19.830368,19.737681
2,21,20.168830,0.004943,20.163820,20.026687
0,21,20.172408,0.000099,20.165467,19.852276
4,21,20.170354,0.005004,20.165302,20.121515
