10,16,83.051149,0.069844,82.981228,78.430589
12,16,83.045548,0.069875,82.975587,78.117428
8,16,83.062365,0.072831,82.989443,77.239046
11,16,83.093025,0.073740,83.019157,78.791921
15,16,83.084616,0.073890,83.010602,78.548565
6,16,83.117182,0.079880,83.037222,77.325249
9,16,83.122508,0.073650,83.048707,77.122593
13,16,83.127164,0.077438,83.049603,74.352934
2,16,83.139182,0.077562,83.061476,78.501336
1,16,83.150795,0.073635,83.077065,76.116427
3,16,83.145479,0.066375,83.079015,77.308903
4,16,83.142228,0.066059,83.076089,78.706420
7,16,83.167478,0.079880,83.087504,77.249113
14,16,83.168258,0.073902,83.094256,77.131595
5,16,83.381409,0.073723,83.307587,77.362851
0,16,83.405754,0.000330,83.318013,70.543540
