9,21,6.879033,0.000041,6.878958,6.864450
6,21,6.909779,0.000900,6.908845,6.686383
19,21,7.215468,0.000044,7.215390,7.209476
20,21,7.211870,0.000034,7.211807,7.197422
8,21,7.351485,0.000062,7.351388,7.296936
11,21,7.348071,0.000039,7.347994,7.317321
10,21,7.358045,0.000037,7.357977,7.336353
14,21,7.381069,0.000031,7.381009,7.356426
5,21,8.295340,0.000877,8.294425,8.191972
16,21,7.671300,0.000044,7.671225,7.665151
15,21,8.298598,0.002676,8.295884,8.289389
17,21,8.448637,0.010358,8.438246,8.399923
18,21,8.442366,0.004229,8.438093,8.431785
12,21,8.907988,0.002719,8.905232,8.899070
13,21,8.904935,0.000047,8.904851,8.898831
2,21,8.893572,0.000041,8.893498,8.887531
3,21,8.893558,0.000035,8.893490,8.887342
4,21,8.948497,0.002683,8.945778,8.939587
7,21,9.050396,0.000054,9.050306,9.044091
0,21,9.074830,0.000128,9.071146,9.034411
1,21,9.073814,0.002665,9.071116,9.064793
