10,21,71.851556,0.000039,71.851432,71.009661
13,21,71.991493,0.000043,71.991347,70.568967
14,21,71.973715,0.000040,71.973601,70.980667
20,21,71.422142,0.000040,71.422024,70.222766
15,21,72.026585,0.000046,72.026456,70.983755
2,21,72.467303,0.049391,72.417808,71.450291
3,21,71.992129,0.000040,71.991990,70.607234
8,21,72.479179,0.000048,72.479031,71.524777
5,21,72.670866,0.000056,72.670708,71.729740
18,21,72.080418,0.000057,72.080235,71.400870
7,21,72.523730,0.000042,72.523593,71.409299
11,21,72.121821,0.000061,72.121641,71.462126
1,21,73.101706,0.039703,73.061892,72.336806
16,21,72.720238,0.000047,72.720111,71.869107
6,21,72.788123,0.000063,72.787974,72.061808
19,21,72.198749,0.000040,72.198628,71.742934
4,21,72.820152,0.000055,72.820002,71.438166
9,21,72.643649,0.000042,72.643519,72.021193
12,21,72.770718,0.000040,72.770599,70.882709
17,21,72.264909,0.000061,72.264753,71.401906
0,21,73.199500,0.000307,73.152875,70.808621
