10,16,267.656085,0.230002,267.425966,245.032462
12,16,267.907743,0.184864,267.722735,253.434841
3,16,267.721897,0.019802,267.701960,248.354866
14,16,267.696604,0.039797,267.656669,244.165764
1,16,267.395733,0.387447,267.008095,246.850582
7,16,267.933301,0.226470,267.706717,241.922039
8,16,267.931990,0.190531,267.741362,250.475948
2,16,267.405084,0.752675,266.652255,245.691395
9,16,267.949111,0.221831,267.727160,238.222807
13,16,267.945312,0.222980,267.722171,245.289428
6,16,267.748901,0.013497,267.735131,244.184198
11,16,267.964608,0.191372,267.773119,237.976415
15,16,267.846415,0.059957,267.786337,247.609645
4,16,267.841151,0.207444,267.633551,240.245090
0,16,268.210956,0.904800,267.022010,217.685036
5,16,268.076571,0.232455,267.844018,244.695134
