2,21,54.511750,0.024064,54.487588,54.243258
19,21,54.679477,0.022100,54.657305,54.551403
12,21,55.596751,0.011371,55.585278,55.034649
14,21,55.639084,0.006570,55.632439,55.422987
17,21,55.612448,0.023868,55.588492,55.395119
10,21,56.100311,0.013090,56.087131,55.965529
20,21,56.064765,0.015653,56.049026,55.395551
6,21,56.105701,0.000035,56.105587,55.917047
13,21,56.108026,0.017151,56.090782,55.956839
16,21,56.162610,0.000037,56.162484,56.047093
1,21,56.182346,0.018054,56.164216,56.017135
18,21,56.145729,0.021887,56.123757,55.938323
5,21,56.177638,0.002929,56.174616,56.060947
8,21,56.172938,0.000032,56.172821,55.962529
3,21,56.188860,0.010365,56.178420,56.009990
11,21,56.200531,0.019401,56.181052,56.053153
7,21,56.210001,0.019357,56.190548,55.499700
9,21,56.192092,0.000031,56.191987,56.065598
4,21,56.208572,0.004683,56.203818,55.969930
0,21,56.492055,0.042511,56.428769,55.936400
15,21,56.631581,0.000089,56.631347,56.410280
