12,16,0.131739,0.010878,0.120830,0.113120
15,16,0.132879,0.002290,0.130555,0.122722
6,16,0.142465,0.000585,0.141851,0.124352
8,16,0.144389,0.002353,0.142005,0.134051
2,16,0.146513,0.001321,0.145156,0.122180
7,16,0.144485,0.002276,0.142176,0.134382
10,16,0.147934,0.002333,0.145565,0.138047
11,16,0.148089,0.002325,0.145729,0.138227
13,16,0.148140,0.011659,0.136450,0.128960
14,16,0.148056,0.002319,0.145698,0.129886
3,16,0.273589,0.000018,0.273539,0.133335
4,16,0.273380,0.000022,0.273327,0.265684
5,16,0.311095,0.002286,0.308776,0.301143
0,16,0.323009,0.000056,0.318699,0.298804
1,16,0.319518,0.002322,0.317160,0.309624
9,16,0.319943,0.002293,0.317619,0.310019
