4,21,178.342721,1.034298,177.308340,173.605851
3,21,178.584913,0.877081,177.707739,171.156366
11,21,178.596009,0.987530,177.608390,173.770460
2,21,178.614955,0.879261,177.735602,175.062521
20,21,178.607642,0.859402,177.748166,174.347011
10,21,178.625020,0.908747,177.716192,173.555092
12,21,178.629924,0.867044,177.762807,174.395191
8,21,178.588383,0.906565,177.681702,174.303569
13,21,178.630298,1.005888,177.624325,173.461445
1,21,178.658349,0.941348,177.716897,173.979674
7,21,178.674289,0.889546,177.784645,174.057424
14,21,178.675242,0.870337,177.804819,173.069217
5,21,178.477722,1.039649,177.437966,173.812375
6,21,178.920809,1.018495,177.902228,173.020366
18,21,180.109040,0.859089,179.249874,175.202307
9,21,180.133613,0.872509,179.261016,174.722784
15,21,179.984291,1.069746,178.914451,175.464122
17,21,180.657262,0.942102,179.715085,175.873717
16,21,180.517759,0.717088,179.800597,176.481190
19,21,180.663466,0.877582,179.785809,174.252979
0,21,180.744099,0.000354,179.813903,169.666776
