4,16,0.624041,0.004781,0.619176,0.552745
8,16,0.623965,0.004758,0.619089,0.552546
2,16,0.624500,0.012207,0.612186,0.541952
6,16,0.625157,0.004669,0.620347,0.513378
13,16,0.625315,0.004773,0.620425,0.542692
7,16,0.625413,0.004745,0.620583,0.538207
12,16,0.626975,0.004642,0.622187,0.537166
10,16,0.628897,0.004795,0.624022,0.543089
15,16,0.629533,0.004637,0.624713,0.524699
14,16,0.629903,0.004805,0.625035,0.549014
9,16,0.631199,0.004677,0.626414,0.524214
1,16,0.632516,0.004608,0.627738,0.521029
5,16,0.633278,0.004790,0.628413,0.533585
3,16,0.635261,0.004599,0.630415,0.534563
11,16,0.637977,0.004652,0.633186,0.536096
0,16,0.641241,0.000084,0.633610,0.422844
